invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,price_eur,total
I315723,C251508,Male,52,Clothing,1,300.08,Credit_Card,29/05/2022,EMAAR_SQUARE_MALL,30.01,300.08
I339471,C581698,Female,33,Clothing,4,1200.32,Cash,13/07/2021,KANYON,120.03,4801.28
I259844,C127763,Female,26,Clothing,5,1500.4,Credit_Card,12/8/2022,METROCITY,150.04,7502.0
I202356,C327803,Male,33,Clothing,2,600.16,Cash,27/07/2021,KANYON,60.02,1200.32
I112219,C242685,Male,55,Clothing,3,900.24,Credit_Card,14/01/2022,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I748916,C196106,Male,44,Clothing,4,1200.32,Cash,17/05/2022,MALL_OF_ISTANBUL,120.03,4801.28
I596463,C302993,Male,68,Clothing,2,600.16,Cash,19/10/2022,ISTINYE_PARK,60.02,1200.32
I259309,C251013,Male,60,Food & Beverage,2,10.46,Cash,19/04/2021,MALL_OF_ISTANBUL,1.05,20.92
I209122,C105818,Male,47,Cosmetics,1,40.66,Debit_Card,28/04/2022,CEVAHIR_AVM,4.07,40.66
I638810,C217350,Male,64,Technology,3,3150,Cash,30/10/2022,MALL_OF_ISTANBUL,315.0,9450.0
I138039,C885301,Male,44,Food & Beverage,3,15.69,Cash,23/01/2023,METROCITY,1.57,47.07
I581582,C141292,Female,63,Shoes,2,1200.34,Debit_Card,30/10/2021,ZORLU_CENTER,120.03,2400.68
I153449,C170743,Female,42,Books,2,30.3,Credit_Card,2/7/2022,ZORLU_CENTER,3.03,60.6
I185856,C242443,Female,41,Souvenir,4,46.92,Debit_Card,15/01/2021,KANYON,4.69,187.68
I319451,C120905,Male,29,Clothing,5,1500.4,Credit_Card,21/05/2021,KANYON,150.04,7502.0
I131581,C269326,Female,27,Toys,3,107.52,Cash,13/10/2022,MALL_OF_ISTANBUL,10.75,322.56
I769781,C111386,Female,26,Books,3,45.45,Debit_Card,25/12/2022,CEVAHIR_AVM,4.55,136.35000000000002
I167656,C172844,Female,38,Food & Beverage,4,20.92,Cash,15/01/2023,MALL_OF_ISTANBUL,2.09,83.68
I183729,C755646,Male,55,Cosmetics,1,40.66,Debit_Card,29/12/2022,ZORLU_CENTER,4.07,40.66
I263489,C476594,Female,61,Cosmetics,1,40.66,Credit_Card,17/06/2022,METROCITY,4.07,40.66
I234064,C172802,Female,28,Toys,4,143.36,Credit_Card,6/11/2021,METROPOL_AVM,14.34,573.44
I418312,C263196,Male,61,Shoes,5,3000.85,Cash,10/9/2022,METROPOL_AVM,300.09,15004.25
I238725,C155367,Male,48,Toys,3,107.52,Cash,16/11/2021,ISTINYE_PARK,10.75,322.56
I264117,C332758,Female,68,Clothing,5,1500.4,Cash,2/11/2021,ISTINYE_PARK,150.04,7502.0
I316691,C733216,Male,63,Books,3,45.45,Debit_Card,5/3/2021,FORUM_ISTANBUL,4.55,136.35000000000002
I288569,C246580,Female,24,Cosmetics,1,40.66,Credit_Card,13/12/2022,MALL_OF_ISTANBUL,4.07,40.66
I324474,C305629,Female,64,Cosmetics,3,121.98,Debit_Card,3/3/2021,FORUM_ISTANBUL,12.2,365.94
I683566,C499324,Female,49,Books,5,75.75,Credit_Card,19/07/2022,METROPOL_AVM,7.58,378.75
I114837,C120488,Female,52,Clothing,4,1200.32,Cash,12/9/2021,ZORLU_CENTER,120.03,4801.28
I216981,C517163,Female,52,Clothing,3,900.24,Credit_Card,9/1/2022,METROCITY,90.02,2700.7200000000003
I111443,C144840,Female,50,Food & Beverage,3,15.69,Debit_Card,14/05/2022,METROPOL_AVM,1.57,47.07
I823349,C211390,Female,59,Toys,1,35.84,Credit_Card,9/8/2021,EMAAR_SQUARE_MALL,3.58,35.84
I119302,C290022,Female,18,Clothing,2,600.16,Cash,11/5/2022,METROCITY,60.02,1200.32
I578279,C141921,Female,39,Clothing,3,900.24,Cash,24/09/2022,ZORLU_CENTER,90.02,2700.7200000000003
I942855,C334726,Male,47,Books,2,30.3,Credit_Card,30/12/2021,METROCITY,3.03,60.6
I243157,C313999,Male,37,Toys,1,35.84,Cash,13/05/2022,ZORLU_CENTER,3.58,35.84
I925566,C144581,Female,45,Cosmetics,2,81.32,Credit_Card,11/12/2021,EMAAR_SQUARE_MALL,8.13,162.64
I328311,C198601,Female,52,Cosmetics,2,81.32,Debit_Card,16/01/2023,KANYON,8.13,162.64
I241716,C358339,Male,38,Clothing,4,1200.32,Debit_Card,21/11/2022,ISTINYE_PARK,120.03,4801.28
I645152,C277381,Male,32,Clothing,2,600.16,Debit_Card,25/07/2022,METROCITY,60.02,1200.32
I328028,C117005,Male,51,Food & Beverage,1,5.23,Credit_Card,7/8/2021,ISTINYE_PARK,0.52,5.23
I313732,C627289,Female,63,Food & Beverage,4,20.92,Cash,15/09/2021,METROCITY,2.09,83.68
I314658,C325183,Female,55,Clothing,2,600.16,Cash,3/10/2022,KANYON,60.02,1200.32
I236718,C949246,Female,34,Clothing,2,600.16,Credit_Card,22/07/2022,MALL_OF_ISTANBUL,60.02,1200.32
I444042,C230961,Female,24,Toys,4,143.36,Cash,10/1/2023,KANYON,14.34,573.44
I582590,C309030,Male,66,Food & Beverage,1,5.23,Credit_Card,2/2/2022,METROCITY,0.52,5.23
I974682,C801971,Female,68,Food & Beverage,2,10.46,Credit_Card,1/7/2022,KANYON,1.05,20.92
I415376,C211917,Male,55,Toys,1,35.84,Credit_Card,19/09/2021,VIAPORT_OUTLET,3.58,35.84
I471744,C192417,Male,24,Shoes,2,1200.34,Credit_Card,26/12/2021,FORUM_ISTANBUL,120.03,2400.68
I184964,C947971,Female,30,Cosmetics,4,162.64,Cash,6/6/2022,KANYON,16.26,650.56
I175871,C128561,Female,46,Cosmetics,2,81.32,Cash,17/09/2021,METROPOL_AVM,8.13,162.64
I639214,C215865,Male,52,Clothing,3,900.24,Debit_Card,22/07/2021,KANYON,90.02,2700.7200000000003
I244001,C190768,Female,47,Cosmetics,2,81.32,Debit_Card,8/12/2021,MALL_OF_ISTANBUL,8.13,162.64
I120951,C122174,Male,27,Shoes,3,1800.51,Credit_Card,28/06/2022,MALL_OF_ISTANBUL,180.05,5401.53
I144855,C288023,Female,57,Shoes,4,2400.68,Debit_Card,18/05/2022,MALL_OF_ISTANBUL,240.07,9602.72
I194662,C386459,Male,44,Cosmetics,5,203.3,Cash,11/7/2022,ISTINYE_PARK,20.33,1016.5
I137609,C351705,Female,64,Clothing,4,1200.32,Cash,8/3/2023,METROPOL_AVM,120.03,4801.28
I247823,C241764,Male,68,Clothing,2,600.16,Debit_Card,22/02/2021,METROCITY,60.02,1200.32
I248848,C214947,Female,54,Clothing,2,600.16,Debit_Card,10/8/2021,KANYON,60.02,1200.32
I286397,C371512,Male,34,Clothing,2,600.16,Credit_Card,29/03/2021,ISTINYE_PARK,60.02,1200.32
I227654,C256325,Female,28,Clothing,4,1200.32,Cash,3/9/2022,KANYON,120.03,4801.28
I328508,C147893,Male,39,Clothing,1,300.08,Cash,29/06/2022,MALL_OF_ISTANBUL,30.01,300.08
I124780,C932889,Female,52,Cosmetics,1,40.66,Cash,1/1/2023,VIAPORT_OUTLET,4.07,40.66
I105865,C448331,Male,35,Food & Beverage,3,15.69,Cash,26/06/2021,ZORLU_CENTER,1.57,47.07
I137533,C173191,Female,26,Food & Beverage,5,26.15,Cash,11/9/2021,MALL_OF_ISTANBUL,2.62,130.75
I204539,C158822,Male,20,Clothing,5,1500.4,Debit_Card,19/05/2022,METROCITY,150.04,7502.0
I240624,C268231,Female,38,Clothing,5,1500.4,Credit_Card,30/04/2022,KANYON,150.04,7502.0
I231446,C300109,Male,33,Cosmetics,1,40.66,Credit_Card,26/09/2021,VIAPORT_OUTLET,4.07,40.66
I298617,C155698,Male,18,Clothing,2,600.16,Debit_Card,14/02/2021,ISTINYE_PARK,60.02,1200.32
I233272,C315797,Female,39,Clothing,5,1500.4,Credit_Card,23/11/2022,METROCITY,150.04,7502.0
I114396,C424244,Male,59,Clothing,1,300.08,Cash,13/11/2022,KANYON,30.01,300.08
I109396,C267738,Female,61,Toys,5,179.2,Cash,8/6/2022,METROCITY,17.92,896.0
I218896,C132117,Female,22,Clothing,2,600.16,Credit_Card,7/4/2022,METROCITY,60.02,1200.32
I247209,C312897,Female,62,Toys,1,35.84,Cash,16/10/2021,KANYON,3.58,35.84
I263935,C818193,Male,37,Toys,2,71.68,Debit_Card,18/12/2022,METROPOL_AVM,7.17,143.36
I204450,C185085,Male,30,Clothing,2,600.16,Credit_Card,12/2/2022,METROPOL_AVM,60.02,1200.32
I289664,C163683,Female,41,Toys,4,143.36,Credit_Card,22/02/2023,EMAAR_SQUARE_MALL,14.34,573.44
I188821,C324531,Female,46,Clothing,5,1500.4,Debit_Card,13/01/2023,MALL_OF_ISTANBUL,150.04,7502.0
I144448,C204839,Female,21,Souvenir,3,35.19,Cash,26/03/2021,METROCITY,3.52,105.57
I786198,C627236,Female,19,Cosmetics,3,121.98,Credit_Card,29/01/2023,MALL_OF_ISTANBUL,12.2,365.94
I754083,C194642,Male,34,Shoes,3,1800.51,Cash,10/8/2022,ISTINYE_PARK,180.05,5401.53
I293458,C190551,Male,36,Food & Beverage,2,10.46,Cash,26/08/2021,ZORLU_CENTER,1.05,20.92
I423271,C130310,Male,52,Shoes,2,1200.34,Credit_Card,10/1/2021,METROCITY,120.03,2400.68
I238619,C244284,Male,58,Technology,1,1050,Cash,15/10/2021,VIAPORT_OUTLET,105.0,1050.0
I415137,C120702,Male,59,Cosmetics,2,81.32,Cash,18/12/2021,MALL_OF_ISTANBUL,8.13,162.64
I119776,C164215,Male,26,Cosmetics,5,203.3,Debit_Card,20/09/2022,KANYON,20.33,1016.5
I127811,C125116,Female,38,Food & Beverage,3,15.69,Cash,30/12/2022,ISTINYE_PARK,1.57,47.07
I936100,C988555,Male,37,Food & Beverage,3,15.69,Credit_Card,12/1/2022,KANYON,1.57,47.07
I324539,C182512,Female,51,Food & Beverage,1,5.23,Credit_Card,24/11/2021,CEVAHIR_AVM,0.52,5.23
I256334,C247225,Female,62,Clothing,1,300.08,Credit_Card,10/2/2021,ISTINYE_PARK,30.01,300.08
I144673,C224822,Female,23,Technology,5,5250,Credit_Card,2/3/2022,MALL_OF_ISTANBUL,525.0,26250.0
I575393,C195800,Female,26,Toys,2,71.68,Cash,22/07/2022,MALL_OF_ISTANBUL,7.17,143.36
I281531,C136018,Female,69,Technology,4,4200,Cash,22/12/2022,KANYON,420.0,16800.0
I301192,C617247,Male,50,Souvenir,3,35.19,Credit_Card,30/01/2022,MALL_OF_ISTANBUL,3.52,105.57
I111854,C790387,Female,61,Toys,2,71.68,Debit_Card,10/11/2022,ZORLU_CENTER,7.17,143.36
I634899,C154036,Female,33,Clothing,5,1500.4,Credit_Card,10/11/2021,MALL_OF_ISTANBUL,150.04,7502.0
I250746,C156297,Male,62,Cosmetics,4,162.64,Credit_Card,11/11/2022,METROCITY,16.26,650.56
I329738,C179757,Female,60,Food & Beverage,5,26.15,Cash,16/09/2022,METROCITY,2.62,130.75
I223099,C313787,Female,55,Shoes,5,3000.85,Cash,16/06/2022,CEVAHIR_AVM,300.09,15004.25
I211279,C118179,Female,66,Toys,4,143.36,Cash,7/11/2021,VIAPORT_OUTLET,14.34,573.44
I721765,C336596,Female,42,Technology,5,5250,Cash,5/3/2023,VIAPORT_OUTLET,525.0,26250.0
I787291,C959246,Female,47,Toys,2,71.68,Cash,19/03/2022,KANYON,7.17,143.36
I641281,C194519,Female,40,Toys,4,143.36,Credit_Card,4/7/2021,METROPOL_AVM,14.34,573.44
I523683,C260126,Female,19,Clothing,3,900.24,Credit_Card,25/02/2022,ISTINYE_PARK,90.02,2700.7200000000003
I185572,C805663,Female,26,Clothing,2,600.16,Credit_Card,8/1/2022,KANYON,60.02,1200.32
I950704,C310524,Female,42,Clothing,1,300.08,Credit_Card,25/10/2021,ISTINYE_PARK,30.01,300.08
I128434,C277318,Male,35,Clothing,3,900.24,Credit_Card,8/1/2022,METROCITY,90.02,2700.7200000000003
I443757,C931765,Female,34,Books,3,45.45,Cash,15/03/2022,KANYON,4.55,136.35000000000002
I257917,C150686,Male,49,Cosmetics,3,121.98,Cash,3/8/2021,MALL_OF_ISTANBUL,12.2,365.94
I102115,C629211,Male,50,Clothing,5,1500.4,Debit_Card,2/2/2023,METROCITY,150.04,7502.0
I241810,C333007,Female,24,Toys,4,143.36,Credit_Card,7/3/2022,ZORLU_CENTER,14.34,573.44
I686062,C538755,Male,50,Shoes,5,3000.85,Credit_Card,29/01/2021,FORUM_ISTANBUL,300.09,15004.25
I124544,C325577,Male,69,Clothing,5,1500.4,Cash,7/2/2023,MALL_OF_ISTANBUL,150.04,7502.0
I103636,C318464,Female,67,Clothing,5,1500.4,Cash,18/03/2022,MALL_OF_ISTANBUL,150.04,7502.0
I110340,C263744,Female,56,Clothing,4,1200.32,Debit_Card,3/3/2023,METROPOL_AVM,120.03,4801.28
I261864,C155486,Female,36,Clothing,4,1200.32,Cash,23/03/2022,VIAPORT_OUTLET,120.03,4801.28
I254459,C207577,Female,18,Cosmetics,2,81.32,Cash,8/9/2022,MALL_OF_ISTANBUL,8.13,162.64
I200742,C102468,Female,37,Clothing,5,1500.4,Cash,4/9/2021,EMAAR_SQUARE_MALL,150.04,7502.0
I228899,C609041,Female,51,Cosmetics,5,203.3,Cash,22/11/2021,ZORLU_CENTER,20.33,1016.5
I230028,C140258,Female,60,Clothing,5,1500.4,Credit_Card,2/5/2022,EMAAR_SQUARE_MALL,150.04,7502.0
I136125,C166115,Female,30,Shoes,5,3000.85,Credit_Card,29/08/2022,METROCITY,300.09,15004.25
I124329,C372403,Female,23,Clothing,3,900.24,Credit_Card,5/10/2021,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I233491,C129684,Female,61,Cosmetics,3,121.98,Credit_Card,21/05/2021,KANYON,12.2,365.94
I204356,C263325,Female,19,Souvenir,5,58.65,Cash,3/4/2021,EMAAR_SQUARE_MALL,5.87,293.25
I855864,C323032,Female,54,Cosmetics,3,121.98,Cash,15/10/2022,ISTINYE_PARK,12.2,365.94
I189673,C741896,Female,59,Clothing,5,1500.4,Cash,8/8/2021,ISTINYE_PARK,150.04,7502.0
I101176,C195529,Female,31,Food & Beverage,1,5.23,Cash,17/06/2021,ISTINYE_PARK,0.52,5.23
I385945,C313161,Male,47,Souvenir,1,11.73,Cash,14/10/2021,ZORLU_CENTER,1.17,11.73
I310074,C220278,Female,63,Clothing,3,900.24,Debit_Card,25/11/2021,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I323753,C158657,Male,43,Food & Beverage,3,15.69,Credit_Card,26/11/2021,MALL_OF_ISTANBUL,1.57,47.07
I227578,C169857,Female,18,Clothing,1,300.08,Cash,21/03/2021,EMAAR_SQUARE_MALL,30.01,300.08
I461162,C230893,Male,60,Clothing,3,900.24,Credit_Card,1/2/2022,ZORLU_CENTER,90.02,2700.7200000000003
I107175,C210501,Female,35,Shoes,3,1800.51,Cash,7/8/2022,METROPOL_AVM,180.05,5401.53
I285041,C739905,Male,39,Food & Beverage,5,26.15,Debit_Card,16/06/2021,MALL_OF_ISTANBUL,2.62,130.75
I299070,C352126,Male,67,Books,5,75.75,Credit_Card,14/05/2021,METROCITY,7.58,378.75
I296134,C619420,Male,49,Clothing,5,1500.4,Debit_Card,19/05/2021,KANYON,150.04,7502.0
I144559,C297593,Male,42,Shoes,5,3000.85,Debit_Card,27/05/2021,KANYON,300.09,15004.25
I912035,C180120,Female,47,Shoes,3,1800.51,Cash,10/3/2022,KANYON,180.05,5401.53
I303660,C203599,Male,64,Books,3,45.45,Credit_Card,7/11/2021,KANYON,4.55,136.35000000000002
I287093,C551343,Female,33,Toys,2,71.68,Cash,16/04/2022,ISTINYE_PARK,7.17,143.36
I574672,C270660,Male,25,Shoes,3,1800.51,Cash,19/01/2021,KANYON,180.05,5401.53
I672905,C129165,Female,52,Cosmetics,1,40.66,Cash,29/01/2021,FORUM_ISTANBUL,4.07,40.66
I119321,C199257,Female,45,Toys,3,107.52,Debit_Card,1/2/2022,ISTINYE_PARK,10.75,322.56
I525030,C879157,Female,68,Toys,3,107.52,Credit_Card,2/12/2021,KANYON,10.75,322.56
I124354,C260649,Male,59,Clothing,1,300.08,Cash,12/2/2023,CEVAHIR_AVM,30.01,300.08
I318912,C242350,Female,37,Souvenir,1,11.73,Debit_Card,19/03/2022,KANYON,1.17,11.73
I308019,C311712,Male,49,Books,5,75.75,Credit_Card,9/8/2022,METROCITY,7.58,378.75
I299624,C198384,Male,34,Cosmetics,5,203.3,Credit_Card,17/04/2021,METROCITY,20.33,1016.5
I104908,C113662,Male,36,Cosmetics,4,162.64,Cash,2/4/2022,METROCITY,16.26,650.56
I319887,C179816,Female,62,Technology,3,3150,Credit_Card,2/5/2021,ISTINYE_PARK,315.0,9450.0
I160199,C722717,Female,21,Souvenir,1,11.73,Credit_Card,2/11/2021,METROCITY,1.17,11.73
I927620,C582601,Female,33,Technology,2,2100,Cash,2/2/2023,MALL_OF_ISTANBUL,210.0,4200.0
I295058,C700715,Female,20,Clothing,3,900.24,Cash,5/7/2022,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I210307,C424336,Female,23,Cosmetics,4,162.64,Credit_Card,7/2/2023,MALL_OF_ISTANBUL,16.26,650.56
I918439,C203536,Male,58,Clothing,5,1500.4,Cash,6/6/2021,ZORLU_CENTER,150.04,7502.0
I149393,C394853,Male,46,Food & Beverage,4,20.92,Debit_Card,5/10/2021,EMAAR_SQUARE_MALL,2.09,83.68
I280075,C639467,Female,22,Food & Beverage,5,26.15,Cash,28/09/2022,METROCITY,2.62,130.75
I263720,C125236,Female,64,Books,2,30.3,Credit_Card,29/01/2023,KANYON,3.03,60.6
I131109,C159715,Male,19,Toys,2,71.68,Debit_Card,26/02/2023,METROCITY,7.17,143.36
I238272,C173617,Female,51,Clothing,5,1500.4,Credit_Card,16/02/2021,ISTINYE_PARK,150.04,7502.0
I282760,C263001,Female,50,Cosmetics,5,203.3,Cash,13/04/2022,KANYON,20.33,1016.5
I104645,C120557,Female,18,Food & Beverage,3,15.69,Credit_Card,29/11/2022,ISTINYE_PARK,1.57,47.07
I204922,C114911,Male,49,Food & Beverage,3,15.69,Cash,18/04/2022,MALL_OF_ISTANBUL,1.57,47.07
I296149,C874060,Female,49,Food & Beverage,4,20.92,Cash,4/1/2022,MALL_OF_ISTANBUL,2.09,83.68
I224468,C311952,Male,40,Souvenir,1,11.73,Cash,30/01/2022,VIAPORT_OUTLET,1.17,11.73
I260907,C231075,Male,64,Clothing,3,900.24,Credit_Card,5/9/2021,KANYON,90.02,2700.7200000000003
I575742,C218125,Female,50,Toys,2,71.68,Credit_Card,12/9/2022,KANYON,7.17,143.36
I251895,C300927,Male,65,Books,3,45.45,Cash,8/7/2021,ZORLU_CENTER,4.55,136.35000000000002
I195429,C216592,Female,28,Shoes,1,600.17,Debit_Card,6/5/2021,ISTINYE_PARK,60.02,600.17
I161069,C128835,Female,41,Clothing,2,600.16,Debit_Card,16/01/2023,MALL_OF_ISTANBUL,60.02,1200.32
I287427,C281410,Male,57,Clothing,1,300.08,Debit_Card,1/5/2022,MALL_OF_ISTANBUL,30.01,300.08
I311130,C129702,Female,33,Souvenir,3,35.19,Credit_Card,25/11/2022,METROCITY,3.52,105.57
I159474,C317793,Female,32,Clothing,5,1500.4,Cash,24/07/2022,ISTINYE_PARK,150.04,7502.0
I212911,C307639,Male,66,Toys,2,71.68,Debit_Card,20/01/2021,KANYON,7.17,143.36
I269582,C594312,Female,64,Technology,4,4200,Credit_Card,21/01/2023,CEVAHIR_AVM,420.0,16800.0
I178015,C259653,Female,19,Clothing,2,600.16,Cash,15/06/2021,MALL_OF_ISTANBUL,60.02,1200.32
I273499,C326573,Female,32,Shoes,1,600.17,Credit_Card,27/11/2021,MALL_OF_ISTANBUL,60.02,600.17
I119200,C661061,Female,53,Shoes,1,600.17,Credit_Card,2/5/2022,METROCITY,60.02,600.17
I300961,C779850,Female,57,Cosmetics,2,81.32,Debit_Card,26/10/2021,CEVAHIR_AVM,8.13,162.64
I306292,C309803,Female,54,Shoes,1,600.17,Debit_Card,6/10/2022,METROCITY,60.02,600.17
I136566,C130182,Female,38,Shoes,5,3000.85,Cash,13/03/2021,KANYON,300.09,15004.25
I194041,C246197,Male,19,Shoes,2,1200.34,Credit_Card,21/12/2021,ZORLU_CENTER,120.03,2400.68
I194441,C263851,Female,47,Books,1,15.15,Credit_Card,15/09/2022,METROCITY,1.52,15.15
I273582,C375665,Female,19,Shoes,5,3000.85,Debit_Card,24/08/2022,MALL_OF_ISTANBUL,300.09,15004.25
I516832,C172233,Male,41,Clothing,4,1200.32,Credit_Card,3/3/2022,ISTINYE_PARK,120.03,4801.28
I207592,C247632,Female,38,Clothing,5,1500.4,Credit_Card,5/9/2022,KANYON,150.04,7502.0
I275162,C176891,Male,35,Books,4,60.6,Credit_Card,15/08/2021,MALL_OF_ISTANBUL,6.06,242.4
I237775,C687315,Female,38,Cosmetics,2,81.32,Credit_Card,18/11/2022,KANYON,8.13,162.64
I129305,C293394,Female,49,Clothing,2,600.16,Credit_Card,23/09/2021,KANYON,60.02,1200.32
I104178,C236358,Female,56,Books,3,45.45,Credit_Card,20/11/2022,ZORLU_CENTER,4.55,136.35000000000002
I158646,C331886,Female,68,Toys,1,35.84,Cash,11/8/2022,KANYON,3.58,35.84
I249406,C409139,Male,43,Clothing,2,600.16,Cash,30/04/2022,METROCITY,60.02,1200.32
I266388,C203767,Female,52,Shoes,2,1200.34,Credit_Card,26/07/2021,VIAPORT_OUTLET,120.03,2400.68
I680329,C506798,Male,39,Toys,2,71.68,Cash,11/3/2022,METROPOL_AVM,7.17,143.36
I892420,C151539,Female,66,Toys,4,143.36,Credit_Card,20/09/2022,FORUM_ISTANBUL,14.34,573.44
I151908,C179731,Female,32,Technology,2,2100,Cash,28/08/2021,KANYON,210.0,4200.0
I132592,C379750,Female,54,Clothing,3,900.24,Credit_Card,5/4/2022,KANYON,90.02,2700.7200000000003
I226722,C106698,Male,22,Cosmetics,2,81.32,Credit_Card,10/2/2021,ISTINYE_PARK,8.13,162.64
I629327,C252624,Male,27,Shoes,1,600.17,Cash,9/1/2021,MALL_OF_ISTANBUL,60.02,600.17
I276742,C259683,Male,38,Food & Beverage,4,20.92,Debit_Card,27/02/2023,ISTINYE_PARK,2.09,83.68
I161427,C339653,Female,37,Toys,2,71.68,Debit_Card,6/9/2022,METROPOL_AVM,7.17,143.36
I134882,C688073,Female,52,Food & Beverage,2,10.46,Debit_Card,27/09/2021,METROCITY,1.05,20.92
I906417,C504486,Male,63,Souvenir,2,23.46,Cash,23/07/2022,MALL_OF_ISTANBUL,2.35,46.92
I915096,C259975,Male,63,Toys,3,107.52,Credit_Card,23/05/2022,MALL_OF_ISTANBUL,10.75,322.56
I288594,C313443,Female,44,Souvenir,3,35.19,Cash,23/08/2022,ISTINYE_PARK,3.52,105.57
I501037,C135109,Male,55,Cosmetics,1,40.66,Cash,8/10/2022,METROPOL_AVM,4.07,40.66
I129798,C829628,Male,69,Clothing,3,900.24,Cash,21/05/2021,KANYON,90.02,2700.7200000000003
I696499,C142010,Female,38,Books,1,15.15,Cash,16/02/2023,VIAPORT_OUTLET,1.52,15.15
I676301,C264059,Male,25,Shoes,4,2400.68,Credit_Card,23/11/2022,METROCITY,240.07,9602.72
I772643,C267729,Female,63,Technology,2,2100,Debit_Card,1/11/2021,METROCITY,210.0,4200.0
I249725,C147493,Female,44,Clothing,2,600.16,Cash,15/10/2022,EMAAR_SQUARE_MALL,60.02,1200.32
I316911,C859447,Male,22,Cosmetics,3,121.98,Cash,22/08/2021,KANYON,12.2,365.94
I297866,C126662,Male,35,Technology,2,2100,Credit_Card,28/07/2022,ISTINYE_PARK,210.0,4200.0
I405763,C207041,Female,28,Clothing,1,300.08,Cash,24/01/2022,METROCITY,30.01,300.08
I115902,C851154,Female,41,Food & Beverage,3,15.69,Credit_Card,14/02/2022,FORUM_ISTANBUL,1.57,47.07
I916067,C234505,Female,23,Clothing,4,1200.32,Cash,16/12/2021,FORUM_ISTANBUL,120.03,4801.28
I832790,C205354,Male,29,Shoes,4,2400.68,Credit_Card,19/08/2021,FORUM_ISTANBUL,240.07,9602.72
I209764,C514328,Male,32,Cosmetics,1,40.66,Cash,31/12/2021,CEVAHIR_AVM,4.07,40.66
I131223,C215602,Female,18,Clothing,1,300.08,Debit_Card,11/5/2021,KANYON,30.01,300.08
I171586,C504925,Female,30,Souvenir,1,11.73,Cash,9/2/2023,METROCITY,1.17,11.73
I125186,C283992,Female,64,Cosmetics,5,203.3,Cash,6/3/2023,KANYON,20.33,1016.5
I214516,C313484,Female,41,Clothing,4,1200.32,Credit_Card,24/04/2022,KANYON,120.03,4801.28
I231169,C200383,Female,51,Books,4,60.6,Credit_Card,2/10/2022,KANYON,6.06,242.4
I495722,C854163,Female,24,Clothing,3,900.24,Cash,24/07/2022,METROPOL_AVM,90.02,2700.7200000000003
I281345,C135384,Female,39,Food & Beverage,2,10.46,Cash,11/9/2022,KANYON,1.05,20.92
I770638,C136547,Female,32,Clothing,2,600.16,Cash,25/04/2021,MALL_OF_ISTANBUL,60.02,1200.32
I211452,C843866,Male,65,Souvenir,2,23.46,Debit_Card,20/12/2022,KANYON,2.35,46.92
I857783,C127278,Male,41,Shoes,2,1200.34,Cash,12/8/2021,VIAPORT_OUTLET,120.03,2400.68
I321508,C173383,Male,64,Food & Beverage,4,20.92,Credit_Card,27/08/2021,MALL_OF_ISTANBUL,2.09,83.68
I113805,C127239,Female,59,Clothing,1,300.08,Credit_Card,13/06/2022,MALL_OF_ISTANBUL,30.01,300.08
I322554,C246549,Female,51,Books,5,75.75,Debit_Card,17/05/2022,ISTINYE_PARK,7.58,378.75
I268664,C363687,Female,38,Clothing,4,1200.32,Credit_Card,2/5/2021,ISTINYE_PARK,120.03,4801.28
I392937,C138761,Male,55,Clothing,5,1500.4,Credit_Card,9/3/2022,ZORLU_CENTER,150.04,7502.0
I675225,C196414,Female,29,Shoes,4,2400.68,Cash,13/01/2023,MALL_OF_ISTANBUL,240.07,9602.72
I218595,C321507,Male,63,Clothing,2,600.16,Cash,12/4/2022,ISTINYE_PARK,60.02,1200.32
I423129,C305285,Female,21,Clothing,5,1500.4,Credit_Card,6/6/2022,METROCITY,150.04,7502.0
I308831,C135347,Male,64,Shoes,1,600.17,Debit_Card,8/9/2021,ISTINYE_PARK,60.02,600.17
I152632,C278152,Female,68,Food & Beverage,5,26.15,Credit_Card,29/05/2021,KANYON,2.62,130.75
I318298,C169619,Female,36,Shoes,1,600.17,Debit_Card,4/3/2022,KANYON,60.02,600.17
I279539,C113119,Female,22,Toys,5,179.2,Credit_Card,25/10/2022,KANYON,17.92,896.0
I339341,C958621,Male,64,Food & Beverage,4,20.92,Credit_Card,7/1/2021,CEVAHIR_AVM,2.09,83.68
I303801,C284549,Female,21,Food & Beverage,3,15.69,Cash,30/08/2021,CEVAHIR_AVM,1.57,47.07
I948798,C282667,Male,48,Toys,4,143.36,Credit_Card,30/01/2022,KANYON,14.34,573.44
I700737,C577950,Female,36,Shoes,2,1200.34,Debit_Card,3/2/2022,KANYON,120.03,2400.68
I307525,C224550,Female,25,Food & Beverage,3,15.69,Debit_Card,10/2/2021,MALL_OF_ISTANBUL,1.57,47.07
I234235,C185581,Male,52,Clothing,5,1500.4,Credit_Card,16/01/2022,MALL_OF_ISTANBUL,150.04,7502.0
I169487,C418349,Female,54,Clothing,2,600.16,Cash,26/09/2022,ISTINYE_PARK,60.02,1200.32
I285542,C266252,Male,52,Clothing,3,900.24,Cash,15/06/2022,MALL_OF_ISTANBUL,90.02,2700.7200000000003
